Number,Group,Name,Instructor,Year,Semester,Method,School,Faculty,Building,Room,Day,Hour
0368-1105,01,מבוא מורחב למדעי המחשב,"ד""ר קליינבורט מיכל",2021,א',שיעור,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,א,14:00-16:00
0368-1105,02,מבוא מורחב למדעי המחשב,מר פרזנצבסקי נעם,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,אודיטו. מלמד,006,ב,10:00-12:00
0368-1105,03,מבוא מורחב למדעי המחשב,מר אבו חמד חוסיין,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,ב,10:00-12:00
0368-1105,04,מבוא מורחב למדעי המחשב,מר דברת שקד שלמה,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,אודיטו. מלמד,006,ג,10:00-12:00
0368-1105,05,מבוא מורחב למדעי המחשב,"ד""ר קליינבורט מיכל",2021,א',שיעור,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,א,16:00-18:00
0368-1105,06,מבוא מורחב למדעי המחשב,מר פרזנצבסקי נעם,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,אודיטור' לב,009,ב,12:00-14:00
0368-1105,07,מבוא מורחב למדעי המחשב,מר קסל אסף בנימין,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,אודיטור' דאך,005,ג,08:00-10:00
0368-1105,08,מבוא מורחב למדעי המחשב,פרופ' בורנשטין אלחנן,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,א,16:00-18:00
0368-1105,09,מבוא מורחב למדעי המחשב,מר פרזנצבסקי נעם,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,למודי הסביבה,013B,ה,12:00-14:00
0368-1105,10,מבוא מורחב למדעי המחשב,מר פרזנצבסקי נעם,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אודיטור' דאך,005,ה,16:00-18:00
0368-1105,11,מבוא מורחב למדעי המחשב,פרופ' בורנשטין אלחנן,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,א,14:00-16:00
0368-1105,12,מבוא מורחב למדעי המחשב,מר קסל אסף בנימין,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,ב,11:00-13:00
0368-1105,13,מבוא מורחב למדעי המחשב,מר דברת שקד שלמה,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,כיתות דן דוד,002,ב,11:00-13:00
0368-1105,14,מבוא מורחב למדעי המחשב,מר פורת עמרי,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,ה,10:00-12:00
0368-1105,80,מבוא מורחב למדעי המחשב,,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,,,,
0368-1105,81,מבוא מורחב למדעי המחשב,,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,,
0368-1105,90,מבוא מורחב למדעי המחשב,,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,,
0368-1118,01,מתמטיקה בדידה,פרופ' כהן גיל,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,א,12:00-14:00
0368-1118,02,מתמטיקה בדידה,גב' מילר אפרת,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,ג,08:00-10:00
0368-1118,03,מתמטיקה בדידה,גב' מילר אפרת,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,שרייבר מתמטיקה,006,ד,10:00-12:00
0368-1118,04,מתמטיקה בדידה,מר שיפרוט דויד,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,104,ד,10:00-12:00
0368-1118,05,מתמטיקה בדידה,מר ברגר בן,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,ה,08:00-10:00
0368-1118,06,מתמטיקה בדידה,פרופ' כהן גיל,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,ב,12:00-14:00
0368-1118,08,מתמטיקה בדידה,מר לוי ניסן,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,104,ה,15:00-17:00
0368-1118,09,מתמטיקה בדידה,מר ברגר בן,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,222,ה,15:00-17:00
0368-1118,10,מתמטיקה בדידה,פרופ' כהן גיל,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,ד,16:00-18:00
0368-1118,11,מתמטיקה בדידה,מר לוי ניסן,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,אורנשטיין,111,ה,12:00-14:00
0368-1118,12,מתמטיקה בדידה,מר ארז ליעד,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,אורנשטיין,111,ה,15:00-17:00
0368-1118,14,מתמטיקה בדידה,"ד""ר רובינשטיין אמיר
",2021,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,מדעי המחשב,"צ'ק פוינט
צ'ק פוינט","001
001","א
ב","12:00-14:00
18:00-20:00"
0368-1118,15,מתמטיקה בדידה,מר לוי ניסן,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,שרייבר מתמטיקה,006,ה,10:00-12:00
0368-1118,16,מתמטיקה בדידה,מר לוי ניסן,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,שרייבר מתמטיקה,006,ה,14:00-16:00
0368-1118,90,מתמטיקה בדידה,,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,,,,
0368-1118,91,מתמטיקה בדידה,,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,,
0368-2002,01,הסתברות וסטטיסטיקה (לדו-חוגי),"ד""ר אשכנזי גולן גלית",2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,א,10:00-13:00
0368-2002,02,הסתברות וסטטיסטיקה (לדו-חוגי),גב' ארר אלי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ג,11:00-12:00
0368-2002,03,הסתברות וסטטיסטיקה (לדו-חוגי),גב' ארר אלי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ג,13:00-14:00
0368-2101,01,מעבדה בכלים (ביואינפורמטיקה),מר עיט תום אהרן,2021,ב',מעבדה,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,104,ב,10:00-13:00
0368-2102,01,סמינר נושאים בביואינפורמטיקה 2,"פרופ' גת ויקס עירית
פרופ' בורנשטין אלחנן",2021,"א'
ב'","סמינר
סמינר",מדעים מדויקים,מדעי המחשב,"
","
","א
א","18:00-20:00
18:00-20:00"
0368-2157,01,תוכנה 1,גב' דנקין לנה,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ב,12:00-15:00
0368-2157,02,תוכנה 1,מר יצחק איתי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,16:00-17:00
0368-2157,03,תוכנה 1,מר יצחק איתי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ג,16:00-17:00
0368-2157,04,תוכנה 1,מר יצחק איתי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,15:00-16:00
0368-2157,05,תוכנה 1,מר ביק אביב,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,11:00-12:00
0368-2157,06,תוכנה 1,מר ביק אביב,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,12:00-13:00
0368-2157,07,תוכנה 1,מר ביק אביב,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,10:00-11:00
0368-2157,08,תוכנה 1,גב' דנקין לנה,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,בר-שירה,010,ג,10:00-13:00
0368-2157,09,תוכנה 1,מר כהן עמית,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,10:00-11:00
0368-2157,10,תוכנה 1,מר כהן עמית,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,11:00-12:00
0368-2157,11,תוכנה 1,מר ביק אביב,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,222,ד,16:00-17:00
0368-2157,12,תוכנה 1,מר ביק אביב,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,222,ד,17:00-18:00
0368-2157,90,תוכנה 1,,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,,,,
0368-2157,91,תוכנה 1,,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,,
0368-2158,01,מבני נתונים,פרופ' עזר יוסף,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ד,13:00-16:00
0368-2158,02,מבני נתונים,מר ויינשטיין דן,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,13:00-14:00
0368-2158,03,מבני נתונים,מר ויינשטיין דן,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,12:00-13:00
0368-2158,04,מבני נתונים,מר טויטו נעם,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,12:00-13:00
0368-2158,05,מבני נתונים,פרופ' עזר יוסף,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ג,13:00-16:00
0368-2158,06,מבני נתונים,מר ויינשטיין דן,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,10:00-11:00
0368-2158,07,מבני נתונים,מר טויטו נעם,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,11:00-12:00
0368-2158,08,מבני נתונים,מר טויטו נעם,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,10:00-11:00
0368-2158,09,מבני נתונים,"ד""ר רובינשטיין אמיר",2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,ב,14:00-17:00
0368-2158,10,מבני נתונים,מר ויינשטיין דן,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אורנשטיין,103,ד,09:00-10:00
0368-2158,11,מבני נתונים,מר ויינשטיין דן,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אורנשטיין,103,ד,10:00-11:00
0368-2158,12,מבני נתונים,מר טויטו נעם,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,104,ה,13:00-14:00
0368-2158,13,מבני נתונים,מר טויטו נעם,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,104,ה,14:00-15:00
0368-2159,01,מבנה מחשבים,"ד""ר הוד רני",2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ד,16:00-19:00
0368-2159,02,מבנה מחשבים,מר גל רינון פרי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ב,14:00-15:00
0368-2159,03,מבנה מחשבים,מר גל רינון פרי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ב,17:00-18:00
0368-2159,04,מבנה מחשבים,מר פרויד דוד,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,12:00-13:00
0368-2159,05,מבנה מחשבים,פרופ' ברמנו עמית,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,כיתות דן דוד,003,ד,14:00-17:00
0368-2159,06,מבנה מחשבים,מר גל רינון פרי,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,204,ה,14:00-15:00
0368-2159,07,מבנה מחשבים,מר גל רינון פרי,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,204,ה,13:00-14:00
0368-2159,08,מבנה מחשבים,מר פרויד דוד,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,למודי הסביבה,101,א,15:00-16:00
0368-2159,09,מבנה מחשבים,מר פרויד דוד,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,13:00-14:00
0368-2159,10,מבנה מחשבים,מר פרויד דוד,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,14:00-15:00
0368-2159,11,מבנה מחשבים,מר פרויד דוד,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,למודי הסביבה,101,א,16:00-17:00
0368-2160,01,אלגוריתמים,"ד""ר הוד רני",2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ג,15:00-18:00
0368-2160,02,אלגוריתמים,מר סלבאק ג'אד,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,12:00-13:00
0368-2160,03,אלגוריתמים,מר ינקוביץ טל,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,14:00-15:00
0368-2160,04,אלגוריתמים,מר סלבאק ג'אד,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,15:00-16:00
0368-2160,05,אלגוריתמים,מר ינקוביץ טל,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,15:00-16:00
0368-2160,07,אלגוריתמים,פרופ' צוויק אורי,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,בר-שירה,010,ג,16:00-19:00
0368-2160,08,אלגוריתמים,מר ינקוביץ טל,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,וולפסון - הנדסה,120,ה,11:00-12:00
0368-2160,09,אלגוריתמים,מר סלבאק ג'אד,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,וולפסון - הנדסה,120,ה,10:00-11:00
0368-2160,10,אלגוריתמים,פרופ' צוויק אורי,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,בר-שירה,010,א,12:00-15:00
0368-2160,11,אלגוריתמים,מר ינקוביץ טל,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אודיטו. מלמד,006,ה,13:00-14:00
0368-2160,12,אלגוריתמים,מר סלבאק ג'אד,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אודיטור' דאך,005,ד,17:00-18:00
0368-2160,13,אלגוריתמים,מר סלבאק ג'אד,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אורנשטיין,103,ה,09:00-10:00
0368-2160,14,אלגוריתמים,מר ינקוביץ טל,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,ד,17:00-18:00
0368-2161,01,פרויקט תוכנה,פרופ' שרן רודד,2021,א',פרוייקט,מדעים מדויקים,מדעי המחשב,,,ג,12:00-14:00
0368-2161,05,פרויקט תוכנה,פרופ' שרן רודד,2021,ב',פרוייקט,מדעים מדויקים,מדעי המחשב,הנדסת תוכנה,102,ה,15:00-17:00
0368-2161,07,פרויקט תוכנה,"ד""ר פקר אלי",2021,ב',פרוייקט,מדעים מדויקים,מדעי המחשב,כיתות דן דוד,001,ד,13:00-15:00
0368-2162,01,מערכות הפעלה,פרופ' מוריסון אדם,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ה,08:00-11:00
0368-2162,02,מערכות הפעלה,מר מרגלית רועי דוד,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,13:00-14:00
0368-2162,03,מערכות הפעלה,מר מרגלית רועי דוד,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,14:00-15:00
0368-2162,04,מערכות הפעלה,מר הרציג רועי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,17:00-18:00
0368-2162,05,מערכות הפעלה,מר מרגלית רועי דוד,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,11:00-12:00
0368-2162,06,מערכות הפעלה,"ד""ר הוד רני",2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,בר-שירה,010,ב,16:00-19:00
0368-2162,07,מערכות הפעלה,מר מרגלית רועי דוד,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אודיטו. מלמד,006,ג,13:00-14:00
0368-2162,08,מערכות הפעלה,מר מרגלית רועי דוד,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,ג,14:00-15:00
0368-2162,09,מערכות הפעלה,מר הרציג רועי,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,222,ה,14:00-15:00
0368-2162,10,מערכות הפעלה,מר הרציג רועי,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,222,ה,10:00-11:00
0368-2162,11,מערכות הפעלה,מר הרציג רועי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,13:00-14:00
0368-2162,12,מערכות הפעלה,מר מרגלית רועי דוד,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,15:00-16:00
0368-2170,01,לוגיקה למדעי המחשב,פרופ' רבינוביץ אלכסנדר,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ג,11:00-14:00
0368-2170,02,לוגיקה למדעי המחשב,מר פתאל דניאל,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,09:00-10:00
0368-2170,03,לוגיקה למדעי המחשב,מר פתאל דניאל,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,10:00-11:00
0368-2170,04,לוגיקה למדעי המחשב,מר פתאל דניאל,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,א,13:00-14:00
0368-2170,06,לוגיקה למדעי המחשב,פרופ' שוהם בוכבינדר שרון,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,אודיטור' לב,009,א,09:00-12:00
0368-2170,07,לוגיקה למדעי המחשב,מר פתאל דניאל,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אודיטו. מלמד,006,ד,10:00-11:00
0368-2170,08,לוגיקה למדעי המחשב,מר פתאל דניאל,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אודיטו. מלמד,006,ד,15:00-16:00
0368-2170,09,לוגיקה למדעי המחשב,מר פתאל דניאל,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,צ'ק פוינט,001,ה,12:00-13:00
0368-2170,10,לוגיקה למדעי המחשב,מר דביר יותם,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,204,ה,12:00-13:00
0368-2170,11,לוגיקה למדעי המחשב,מר דביר יותם,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אודיטו. מלמד,006,ד,09:00-10:00
0368-2200,01,מודלים חישוביים,פרופ' היטנר יפתח אילן,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ב,13:00-16:00
0368-2200,02,מודלים חישוביים,מר לנדאו רז,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,15:00-16:00
0368-2200,03,מודלים חישוביים,מר רוזנוב מרק,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,14:00-15:00
0368-2200,04,מודלים חישוביים,מר רוזנוב מרק,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,13:00-14:00
0368-2200,05,מודלים חישוביים,מר לנדאו רז,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,14:00-15:00
0368-2200,06,מודלים חישוביים,פרופ' אושמן רותם,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,אודיטור' דאך,005,ד,10:00-13:00
0368-2200,07,מודלים חישוביים,מר לנדאו רז,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אודי.הולצבלט,007,ה,12:00-13:00
0368-2200,08,מודלים חישוביים,מר רוזנוב מרק,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אודי.הולצבלט,007,ה,14:00-15:00
0368-2200,09,מודלים חישוביים,פרופ' אושמן רותם,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,אודיטו. מלמד,006,ב,13:00-16:00
0368-2200,10,מודלים חישוביים,מר מזור נועם,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אודיטור' דאך,005,ד,15:00-16:00
0368-2200,11,מודלים חישוביים,מר מזור נועם,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אודיטור' דאך,005,ד,14:00-15:00
0368-2200,12,מודלים חישוביים,מר לנדאו רז,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,קפלון,118,ה,11:00-12:00
0368-2200,13,מודלים חישוביים,מר רוזנוב מרק,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,104,ה,12:00-13:00
0368-3030,01,רשתות תקשורת מחשבים,"ד""ר רוכמן יובל",2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ד,18:00-20:00
0368-3030,02,רשתות תקשורת מחשבים,"ד""ר רוכמן יובל",2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,18:00-20:00
0368-3049,01,מבוא לקריפטוגרפיה מודרנית,"ד""ר פנט עמר",2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ג,12:00-15:00
0368-3049,02,מבוא לקריפטוגרפיה מודרנית,מר שמואלי אומרי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,11:00-12:00
0368-3049,03,מבוא לקריפטוגרפיה מודרנית,מר שמואלי אומרי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,12:00-13:00
0368-3058,01,נושאים מתקדמים בתכנות,מר קירש אמיר,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ב,17:00-20:00
0368-3058,02,נושאים מתקדמים בתכנות,מר סגולי שוברט אדם,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,א,18:00-19:00
0368-3058,03,נושאים מתקדמים בתכנות,מר סגולי שוברט אדם,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,א,19:00-20:00
0368-3062,01,ניהול נתונים באינטרנט,מר וולפסון תומר,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,,,ה,10:00-12:00
0368-3062,02,ניהול נתונים באינטרנט,גב' ארד דנה,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,12:00-13:00
0368-3065,01,מבוא לאבטחת מידע,פרופ' וול אבישי,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,,,א,13:00-16:00
0368-3065,02,מבוא לאבטחת מידע,מר איטקין אייל,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,א,16:00-17:00
0368-3065,03,מבוא לאבטחת מידע,מר איטקין אייל,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,א,17:00-18:00
0368-3075,01,למידה ממוחשבת מחיזוקים,פרופ' מנצור ישי,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,,,א,12:00-15:00
0368-3075,02,למידה ממוחשבת מחיזוקים,מר רוזנברג אביב,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,א,15:00-16:00
0368-3075,03,למידה ממוחשבת מחיזוקים,מר רוזנברג אביב,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,א,16:00-17:00
0368-3076,01,אלגוריתמים ויישומים ברשתות חברתיות,"ד""ר נובגורודוב ויאצסלב",2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,א,17:00-20:00
0368-3077,01,עיבוד שפה טבעית,פרופ' ברנט יהונתן,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ד,09:00-12:00
0368-3079,01,אבטחת מוצרים ושירותים דיגיטאליים,"ד""ר מובשוביץ דוד",2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ב,09:00-12:00
0368-3080,01,יסודות הלמידה העמוקה,פרופ' כהן נדב,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,,,ב,15:00-18:00
0368-3080,02,יסודות הלמידה העמוקה,מר רזין נועם,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,ב,18:00-19:00
0368-3083,01,תכנות תחרותי,מר מגן אבירם,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ג,17:00-20:00
0368-3084,01,קודים לתיקון שגיאות וסריגים,פרופ' ספרא שמואל,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ד,17:00-20:00
0368-3086,01,תורת האינפורמציה הקוונטית,"ד""ר בן ארויה אברהם",2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,,,א,10:00-13:00
0368-3087,01,נושאים מתקדמים בארכיטקטורת מחשבים,מר גבור רון,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,א,10:00-13:00
0368-3102,01,גנומיקה חישובית,פרופ' בורשטיין דוד,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ג,12:00-13:30
0368-3102,02,גנומיקה חישובית,מר רפופורט נמרוד,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,16:00-17:00
0368-3103,01,סמינר נושאים בביואינפורמטיקה 3,"פרופ' גת ויקס עירית
פרופ' בורנשטין אלחנן",2021,"א'
ב'","סמינר
סמינר",מדעים מדויקים,מדעי המחשב,"
","
","א
א","18:00-20:00
18:00-20:00"
0368-3111,01,סמינר בנושאים נבחרים בתאוריה,פרופ' שפילקה אמיר,2021,א',סמינר,מדעים מדויקים,מדעי המחשב,,,ה,10:00-12:00
0368-3114,01,סמינר בתאוריה של מקביליות,פרופ' להב אורי,2021,ב',סמינר,מדעים מדויקים,מדעי המחשב,,,ד,13:00-15:00
0368-3123,01,היבטים אתיים וחברתיים של מדעי המחשב והנדסת תוכנה,"ד""ר שדמי תומר",2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ה,13:00-16:00
0368-3133,01,קומפילציה,פרופ' שגיב שמואל,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ג,09:00-12:00
0368-3133,02,קומפילציה,מר פלדמן יותם משה יצחק,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,16:00-17:00
0368-3133,03,קומפילציה,מר פלדמן יותם משה יצחק,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,17:00-18:00
0368-3168,01,סיבוכיות,פרופ' תא שמע אמנון,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ב,13:00-16:00
0368-3168,02,סיבוכיות,מר סברלו אורי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ג,16:00-17:00
0368-3168,03,סיבוכיות,מר סברלו אורי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,13:00-14:00
0368-3168,04,סיבוכיות,מר סברלו אורי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ג,15:00-16:00
0368-3168,05,סיבוכיות,פרופ' שפילקה אמיר,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,למודי הסביבה,013B,ג,10:00-13:00
0368-3168,06,סיבוכיות,מר סברלו אורי,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אודי.הולצבלט,007,ג,16:00-17:00
0368-3168,07,סיבוכיות,מר סברלו אורי,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,אודי.הולצבלט,007,ג,18:00-19:00
0368-3168,08,סיבוכיות,מר מאיר אורי,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,204,ד,13:00-14:00
0368-3168,09,סיבוכיות,מר מאיר אורי,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,204,ד,15:00-16:00
0368-3169,01,אלגוריתמים בפעולה,פרופ' צוויק אורי,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ד,16:00-19:00
0368-3173,01,גיאומטריה חישובית,פרופ' הלפרין דן,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ב,16:00-19:00
0368-3173,02,גיאומטריה חישובית,"ד""ר קליינבורט מיכל",2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,18:00-19:00
0368-3175,01,נושאים בהנדסת תוכנה,פרופ' מעוז שחר,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,,,ב,13:00-16:00
