Number,Group,Name,Instructor,Year,Semester,Method,School,Faculty,Building,Room,Day,Hour
0366-1111,04,אלגברה לינארית 1א,"פרופ' גינסבורג דוד

",2025,"א'
א'
א'","שיעור
שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אודיטור' דאך
כיתות דן דוד
צ'ק פוינט","005
001
001","ג
ג
ה","15:00-16:00
16:00-17:00
15:00-17:00"
0366-1111,05,אלגברה לינארית 1א,"מר קשת עומר
",2025,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"פיזיקה-שנקר
שרייבר מתמטיקה","104
006","ג
ג","14:00-15:00
17:00-19:00"
0366-1111,06,אלגברה לינארית 1א,מר אלדר אמיתי,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,204,ג,17:00-20:00
0366-1111,07,אלגברה לינארית 1א,"מר רוזנצווייג אוריאל
",2025,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"שרייבר מתמטיקה
שרייבר מתמטיקה","008
008","ג
ג","17:00-19:00
19:00-20:00"
0366-1111,08,אלגברה לינארית 1א,"ד""ר סגל אלכסנדר
",2025,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אודיטו. מלמד
שרייבר מתמטיקה","006
006","ג
ה","17:00-19:00
15:00-17:00"
0366-1111,09,אלגברה לינארית 1א,"גב' רייש קוריצקי לילי
",2025,"ב'
ב'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"שרייבר מתמטיקה
אודיטו. מלמד","007
006","ג
ה","15:00-17:00
17:00-18:00"
0366-1111,10,אלגברה לינארית 1א,"מר סיניצ'קין אוריאל
",2025,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"פיזיקה-שנקר
כיתות דן דוד","104
111","ב
ד","10:00-12:00
12:00-13:00"
0366-1111,11,אלגברה לינארית 1א,"גב' זלכה עדי
",2025,"ב'
ב'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"פיזיקה-שנקר
אורנשטיין","222
110","ג
ה","15:00-17:00
17:00-18:00"
0366-1111,12,אלגברה לינארית 1א,"מר תשובה איתי
",2025,"ב'
ב'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"שרייבר מתמטיקה
שרייבר מתמטיקה","006
006","ג
ה","15:00-17:00
17:00-18:00"
0366-1111,80,אלגברה לינארית 1א,מר בסקין בן,2025,ב',שיעור,מדעים מדויקים,מתמטיקה,,,,
0366-1111,81,אלגברה לינארית 1א,גב' מורן עדן,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,,,,
0366-1111,90,אלגברה לינארית 1א,פרופ' גינסבורג דוד,2025,א',שיעור,מדעים מדויקים,מתמטיקה,,,,
0366-1111,91,אלגברה לינארית 1א,,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,,,,
0366-1111,92,אלגברה לינארית 1א,"ד""ר סגל אלכסנדר",2025,ב',שיעור,מדעים מדויקים,מתמטיקה,,,,
0366-1111,93,אלגברה לינארית 1א,,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,,,,
0366-1112,01,אלגברה לינארית 2א,"פרופ' גינסבורג דוד
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אודיטור' דאך
צ'ק פוינט","005
001","ב
ה","10:00-12:00
08:00-10:00"
0366-1112,02,אלגברה לינארית 2א,מר יערי רותם,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,אורנשטיין,102,ג,10:00-12:00
0366-1112,03,אלגברה לינארית 2א,פרופ' ארטשטיין שירי,2025,ב',שיעור,מדעים מדויקים,מתמטיקה,צ'ק פוינט,001,ג,16:00-18:00
0366-1112,04,אלגברה לינארית 2א,גב' מור ווקנין קרן,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,אורנשטיין,103,ד,12:00-14:00
0366-1112,05,אלגברה לינארית 2א,מר יערי רותם,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,007,ג,18:00-20:00
0366-1112,06,אלגברה לינארית 2א,מר סיניצ'קין אוריאל,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,אורנשטיין,111,ד,16:00-18:00
0366-1112,07,אלגברה לינארית 2א,פרופ' ארטשטיין שירי,2025,ב',שיעור,מדעים מדויקים,מתמטיקה,צ'ק פוינט,001,ג,08:00-10:00
0366-1112,08,אלגברה לינארית 2א,מר סיניצ'קין אוריאל,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,104,ד,12:00-14:00
0366-1112,09,אלגברה לינארית 2א,גב' מור ווקנין קרן,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,אודיטור' דאך,005,ג,10:00-12:00
0366-1112,10,אלגברה לינארית 2א,מר רוזנצווייג אוריאל,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,כיתות דן דוד,204,ג,10:00-12:00
0366-1112,11,אלגברה לינארית 2א,מר יערי רותם,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,אורנשטיין,103,ב,17:00-19:00
0366-1112,12,אלגברה לינארית 2א,מר סיניצ'קין אוריאל,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,204,ג,10:00-12:00
0366-1112,90,אלגברה לינארית 2א,פרופ' ארטשטיין שירי,2025,ב',שיעור,מדעים מדויקים,מתמטיקה,,,,
0366-1112,91,אלגברה לינארית 2א,,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,,,,
0366-1119,01,אלגברה לינארית 1ב,"ד""ר סגל אלכסנדר
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אודיטור' דאך
אודיטור' דאך","005
005","ב
ג","08:00-10:00
14:00-15:00"
0366-1119,02,אלגברה לינארית 1ב,מר אגין אלון,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,אורנשטיין,111,ד,12:00-14:00
0366-1119,03,אלגברה לינארית 1ב,מר אגין אלון,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,רב-תחומי הנד,315,ה,10:00-12:00
0366-1119,04,אלגברה לינארית 1ב,גב' גרינברג ליאה,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,אורנשטיין,111,ד,10:00-12:00
0366-1119,05,אלגברה לינארית 1ב,גב' גרינברג ליאה,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,204,ה,10:00-12:00
0366-1119,06,אלגברה לינארית 1ב,"ד""ר פוקס שי זנביל
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"כיתות דן דוד
צ'ק פוינט","001
001","ב
ג","08:00-10:00
14:00-15:00"
0366-1119,07,אלגברה לינארית 1ב,גב' ווסט דניאל,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,007,ה,10:00-12:00
0366-1120,01,אלגברה לינארית 2ב,"ד""ר הוד רני
",2025,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אודיטור' לב
גילמן","009
144","ב
ה","08:00-10:00
10:00-11:00"
0366-1120,02,אלגברה לינארית 2ב,גב' דרזנר אביגיל,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,007,ה,11:00-12:00
0366-1120,03,אלגברה לינארית 2ב,גב' דרזנר אביגיל,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,007,ה,12:00-13:00
0366-1120,04,אלגברה לינארית 2ב,מר פופקו נתן,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,006,ה,11:00-12:00
0366-1120,06,אלגברה לינארית 2ב,מר אגין אלון,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,כיתות דן דוד,110,ה,11:00-12:00
0366-1120,07,אלגברה לינארית 2ב,מר אגין אלון,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,כיתות דן דוד,110,ה,12:00-13:00
0366-1121,01,חשבון דיפרנציאלי ואינטגרלי 1ב,"מר דיקשטיין עדי
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אודיטור' דאך
אודיטור' דאך","005
005","ג
ד","10:00-12:00
08:00-10:00"
0366-1121,02,חשבון דיפרנציאלי ואינטגרלי 1ב,גב' בנבנישתי ענבל,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,204,ה,12:00-14:00
0366-1121,03,חשבון דיפרנציאלי ואינטגרלי 1ב,גב' דרזנר אביגיל,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,קפלון,118,ג,12:00-14:00
0366-1121,04,חשבון דיפרנציאלי ואינטגרלי 1ב,מר רוה רועי,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,222,ד,15:00-17:00
0366-1121,05,חשבון דיפרנציאלי ואינטגרלי 1ב,מר אוטצי דניאל,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,אורנשטיין,111,ג,12:00-14:00
0366-1121,06,חשבון דיפרנציאלי ואינטגרלי 1ב,"מר שור ארנון
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אורנשטיין
אורנשטיין","111
103","ג
ה","10:00-12:00
14:00-16:00"
0366-1121,07,חשבון דיפרנציאלי ואינטגרלי 1ב,מר בלומברג רועי,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,104,ג,12:00-14:00
0366-1122,01,חשבון דיפרנציאלי ואינטגרלי 2ב,"מר דיקשטיין עדי
",2025,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אודיטור' דאך
כיתות דן דוד","005
001","ג
ה","12:00-14:00
08:00-10:00"
0366-1122,02,חשבון דיפרנציאלי ואינטגרלי 2ב,גב' דרזנר אביגיל,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,007,ג,08:00-10:00
0366-1122,03,חשבון דיפרנציאלי ואינטגרלי 2ב,גב' בנבנישתי ענבל,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,קפלון,118,ג,10:00-12:00
0366-1122,04,חשבון דיפרנציאלי ואינטגרלי 2ב,"מר שור ארנון
",2025,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אודיטו. מלמד
צ'ק פוינט","006
002","ג
ה","12:00-14:00
08:00-10:00"
0366-1122,05,חשבון דיפרנציאלי ואינטגרלי 2ב,מר רוה רועי,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,204,ג,08:00-10:00
0366-1122,06,חשבון דיפרנציאלי ואינטגרלי 2ב,מר אוטצי דניאל,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,104,ג,10:00-12:00
0366-1122,07,חשבון דיפרנציאלי ואינטגרלי 2ב,מר בלומברג רועי,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,006,ג,10:00-12:00
0366-1123,01,מבוא לקומבינטוריקה ותורת הגרפים,פרופ' סאמוטי וויצ'ך,2025,א',שיעור,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,008,ד,10:00-12:00
0366-1123,02,מבוא לקומבינטוריקה ותורת הגרפים,מר רוזנצווייג אוריאל,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,007,ד,12:00-13:00
0366-1123,04,מבוא לקומבינטוריקה ותורת הגרפים,פרופ' קריבליביץ מיכאל,2025,ב',שיעור,מדעים מדויקים,מתמטיקה,כיתות דן דוד,002,ב,14:00-16:00
0366-1123,05,מבוא לקומבינטוריקה ותורת הגרפים,מר רוזנצווייג אוריאל,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,222,ב,16:00-17:00
0366-1123,06,מבוא לקומבינטוריקה ותורת הגרפים,מר רוזנצווייג אוריאל,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,אורנשטיין,110,ב,12:00-13:00
0366-1123,20,מבוא לקומבינטוריקה ותורת הגרפים,"ד""ר גלבוע שוני
",2025,"קיץ
קיץ","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"שרייבר מתמטיקה
שרייבר מתמטיקה","008
008","ג
ג","10:00-12:00
13:00-15:00"
0366-1123,21,מבוא לקומבינטוריקה ותורת הגרפים,גב' סטון גאיה,2025,קיץ,תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,008,ג,16:00-18:00
0366-1124,01,חשבון דיפרנציאלי ואינטגרלי 1ג,"מר מינקין אלכסנדר
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אודי.הולצבלט
פיזיקה-שנקר","007
104","א
ב","08:00-10:00
08:00-10:00"
0366-1124,02,חשבון דיפרנציאלי ואינטגרלי 1ג,מר פריימן ברבש אביתר,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,006,ה,10:00-12:00
0366-1125,01,חשבון דיפרנציאלי ואינטגרלי 2ג,מר מינקין אלכסנדר,2025,ב',שיעור,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,006,ב,14:00-16:00
0366-1125,02,חשבון דיפרנציאלי ואינטגרלי 2ג,גב' לירן נטלי,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,אודי.הולצבלט,007,א,09:00-11:00
0366-1130,01,אלגברה לינארית 1ג,"ד""ר פרחי אלזה
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"קפלון
פיזיקה-שנקר","118
104","ב
ה","13:00-15:00
09:00-10:00"
0366-1130,02,אלגברה לינארית 1ג,מר רופא סהר,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,204,ה,14:00-16:00
0366-2010,01,מבוא להסתברות,"ד""ר סלומקה בועז אברהם
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"צ'ק פוינט
אודיטור' דאך","001
005","ב
ה","16:00-17:00
14:00-16:00"
0366-2010,02,מבוא להסתברות,מר אלדר אמיתי,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,אורנשטיין,111,א,17:00-19:00
0366-2010,03,מבוא להסתברות,מר דרור גיא,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,צ'ק פוינט,002,ב,12:00-14:00
0366-2010,04,מבוא להסתברות,מר סמידוברסקי יונתן,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,006,א,17:00-19:00
0366-2010,05,מבוא להסתברות,"ד""ר סלומקה בועז אברהם
",2025,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אורנשטיין
אודיטור' דאך","103
005","א
ד","14:00-15:00
14:00-16:00"
0366-2010,06,מבוא להסתברות,מר זיידל מתן,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,006,א,15:00-17:00
0366-2010,07,מבוא להסתברות,מר זיידל מתן,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,אורנשטיין,110,ב,17:00-19:00
0366-2103,01,Ordinary Differential Equations 1,פרופ' ביאלי מיכאל,2025,א',שיעור,מדעים מדויקים,מתמטיקה,אודיטו. מלמד,006,ה,11:00-14:00
0366-2103,02,Ordinary Differential Equations 1,מר פראימן מיכאל,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,אורנשטיין,111,ב,10:00-11:00
0366-2103,03,Ordinary Differential Equations 1,מר ברזוביק מארק,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,006,ב,10:00-11:00
0366-2103,04,Ordinary Differential Equations 1,"פרופ' דיטקובסקי עדי
",2025,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אודיטור' דאך
שרייבר מתמטיקה","005
006","ד
ה","16:00-18:00
14:00-15:00"
0366-2103,05,Ordinary Differential Equations 1,מר פראימן מיכאל,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,קפלון,118,ה,15:00-16:00
0366-2103,06,Ordinary Differential Equations 1,מר ברזוביק מארק,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,אודי.הולצבלט,007,ה,18:00-19:00
